,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율,부도여부
245,0.15430616173294745,120.36,2.94,1.89,24.97,3.51,0.021164882561178225,0.03398134483888407,1.4107104538134878,0.0
246,0.15563290524611678,126.14,1.55,1.5,26.15,1.82,0.01066401528173087,0.01820933517448713,1.059076844727165,0.0
247,0.07378290075200128,126.3,2.0,1.55,25.51,2.05,0.013820073429061986,0.020497668724700432,1.063532885579277,0.0
249,0.07744226489714566,100.2,5.51,0.89,13.1,3.7,0.03303871606848164,0.03147860851668729,0.6243597739019736,0.0
250,-0.012585369695375177,100.88,2.34,0.89,21.51,1.49,0.016292596441985288,0.015667047515211772,0.5911365744378149,0.0
251,0.09611335838563048,103.32,6.95,0.88,17.37,2.87,0.03930008131374519,0.02552279030550503,0.5585548702755109,0.0
252,0.0786591593404043,96.52,7.64,0.9,17.31,4.22,0.0514655038269691,0.043373583907689285,0.5907830246196032,0.0
253,0.10149296057391677,90.74,6.46,1.03,17.43,4.56,0.043532462868833985,0.04576080537603993,0.6911444586224147,0.0
254,0.2627112645912644,87.71,6.01,1.1,16.64,4.14,0.04062989113577193,0.04132263161556459,0.7416766465718785,0.0
255,0.5032798938979316,84.53,7.15,1.05,13.16,4.38,0.0512615277947022,0.0446067869232076,0.7431512279592285,0.0
256,0.22155040422790406,89.97,7.75,1.05,13.16,5.74,0.057048022412064726,0.058045786103240626,0.7637814069639606,0.0
257,0.08419600668424937,78.08,7.6,1.02,11.26,3.64,0.060267996271313136,0.03832962873264167,0.7710405842067811,0.0
258,0.18171240524749696,86.57,2.38,0.98,12.31,3.74,0.0171950267229155,0.03553464728569427,0.7476099452844599,0.0
260,0.2873467135812126,78.28,-3.09,2.53,19.0,-0.06,-0.015623627639511225,-0.000584908972932377,1.2809184376360132,0.0
261,0.0004739206386617954,84.8,-9.48,3.1,24.3,2.91,-0.041923392097078654,0.02802424300498305,1.4204172849585852,0.0
262,0.1475926528924151,80.57,2.72,3.03,24.25,2.58,0.012166333793455684,0.02640012565694953,1.3221125710155333,0.0
263,0.1358431159373197,84.83,0.93,3.18,26.57,2.74,0.00410338560268422,0.02709969563939519,1.4108780453094476,0.0
264,0.16620038879025645,88.87,0.98,2.87,28.71,1.48,0.0036728034114080882,0.012359621315039064,1.2805205338113608,0.0
265,0.12539304694561826,96.79,1.16,2.23,29.76,0.47,0.005381110386785822,0.004767976770243704,1.0227388906632704,0.0
266,0.07660732966503073,92.4,-2.01,2.44,27.24,0.8,-0.008571933554627764,0.007704054627918027,1.07652899616139,0.0
267,-0.10416159142132167,85.2,1.94,2.44,31.67,1.14,0.006642006535676853,0.010338995841327959,0.9239842041415184,0.0
268,0.02272186885972853,79.07,-0.27,2.23,36.42,-0.16,-0.00096467034123845,-0.0016365165140110555,0.7812186921630196,0.0
269,0.04539512177509918,87.95,-10.15,2.36,40.41,-3.52,-0.03690384717132282,-0.03654673046208735,0.8286904605737578,0.0
271,-0.14476685401141776,55.64,10.4,4.47,30.1,9.29,0.056202808443548975,0.09278761853348276,2.418365526078988,0.0
272,0.1257008842387135,57.9,6.84,4.43,30.18,6.57,0.0359395136668684,0.06293223115096296,2.430667758969243,0.0
273,0.6745311050532732,50.59,10.57,3.2,17.13,9.26,0.06335690616668557,0.09562930000654728,1.85759184556308,0.0
274,-0.2577308140754723,47.91,4.67,3.77,26.95,4.14,0.02491243508245385,0.03791630569553267,2.1987481119067107,0.0
275,-0.11212625037556384,62.04,-5.08,4.36,25.4,2.93,-0.02354885056880117,0.02587051058495425,2.2945419682800217,0.0
276,0.24486277216821326,61.36,2.6,3.8,25.9,3.16,0.013211909846596141,0.03132857590200532,1.9525443368488171,0.0
277,0.19110186306937746,59.53,3.99,3.25,25.0,3.98,0.02109737715004438,0.03999816823641896,1.7061396571064795,0.0
278,0.1593300175184856,62.19,0.19,3.04,21.19,2.03,0.0010707776930920553,0.02090909285972606,1.6547817560417115,0.0
279,0.2519610351823563,64.75,0.57,2.7,22.63,1.8,0.0030973145032423288,0.01792732083175246,1.4681171546042222,0.0
280,0.2259338062575732,69.25,0.87,2.65,13.43,3.34,0.004698638506483958,0.033527905075675664,1.4200318551079352,0.0
282,0.24474312614230245,68.3,8.71,1.65,3.78,11.51,0.057939066787591025,0.11325363866024292,1.1147557759892115,0.0
283,-0.17106976218293224,77.13,2.71,1.95,26.73,6.62,0.014258658331894348,0.05888298094646094,1.1502347815169252,0.0
284,-0.22372359741997866,75.52,10.6,1.74,24.5,-8.84,0.0547794512492282,-0.08624981241815505,0.9217835968953688,0.0
285,-0.2063268266253443,75.79,2.9,1.39,29.65,0.43,0.015990116733052027,0.004301887700952238,0.7658417944121269,0.0
286,-0.0027121634750664025,91.93,-7.22,1.33,28.93,-6.11,-0.041409920102830185,-0.06253360750652744,0.7445049919898612,0.0
287,0.1984002185668064,66.22,-5.81,1.33,27.02,0.04,-0.03472980869274077,0.00045068441898441424,0.7584492913865225,0.0
288,-0.08574346637627915,59.49,9.75,1.29,22.72,-0.06,0.05697268285013035,-0.0006315353368079518,0.7626260233672567,0.0
289,-0.2889493676394808,70.12,-17.6,1.35,33.69,-7.58,-0.10243402081649336,-0.07823726948132348,0.7630416944476371,0.0
290,0.0797405590322469,75.21,1.21,1.59,28.58,1.75,0.006709615652908325,0.018323923303591144,0.8485230311858035,0.0
291,0.12979940171350499,77.98,1.61,1.79,30.08,3.8,0.008579151582655917,0.0376483918912008,0.9661737161479004,0.0
293,0.4282164213738751,71.07,6.35,1.52,2.44,5.71,0.04980094189095945,0.05613761221958386,1.2085261513307948,0.0
294,0.22143884881222312,59.47,16.59,1.65,0.0,15.03,0.12468628288556108,0.13917077470986894,1.3386831206396927,0.0
295,0.6223073647958259,68.74,7.83,1.28,6.9,8.14,0.051310577226845636,0.06771463058797009,1.0103345078097814,0.0
296,0.7430529020357072,85.7,3.28,0.03,0.0,-19.5,0.028021639885830837,-0.19342558893708126,0.022132375618932918,0.0
297,4.0511097989747435,85.23,1.32,0.02,0.0,0.6,0.012154783776094129,0.0058713195055086105,0.017943807609453757,0.0
298,5.17608638137443,86.23,0.7,0.01,0.0,0.41,0.00665994084512311,0.004106946881427886,0.012627249414572236,0.0
299,1.722640146548274,86.21,0.63,0.01,0.0,0.35,0.005938349686764818,0.0035024932381156264,0.01242041504678565,0.0
300,2.34327050739813,87.19,0.9,0.01,0.0,0.42,0.00822502725484001,0.004055356071528236,0.011924962169130127,0.0
301,0.3079843202116449,80.02,6.54,0.01,0.0,0.31,0.0609320904697867,0.003091268218268465,0.011516989676931369,0.0
302,-2.5569037202305807,79.78,0.36,0.01,0.0,0.24,0.003412728287135788,0.002409306583751377,0.010370215555169149,0.0
304,0.1934256045103768,85.02,-0.95,1.97,28.36,11.45,-0.0045861526357715,0.10797658206540174,1.0051996379705668,0.0
305,0.21373855971107034,90.97,12.79,2.07,32.18,11.65,0.059286935829378724,0.1116812462240797,1.001459950503879,0.0
306,0.28456312900246244,103.12,13.6,1.72,24.55,10.62,0.06326105469765618,0.09192203439453517,0.9251988845424992,0.0
307,0.5352435604664816,83.14,10.76,1.29,20.5,9.12,0.060676748832101515,0.08490669080482245,0.7839300645795081,0.0
308,0.30945262287025754,88.42,8.3,1.24,18.28,8.24,0.04904255557933453,0.07987690643691882,0.7569680301443028,0.0
309,0.14848112324722226,76.38,9.16,1.26,27.2,6.65,0.047516053113326163,0.06206633454688466,0.6993235692338537,0.0
310,-0.04451703862197191,106.64,-2.06,0.14,33.03,-2.37,-0.019446053085583448,-0.04117828890950348,0.07347631493723665,0.0
311,0.026822232209974716,132.29,1.8,0.2,34.75,0.92,0.010537943404614584,0.009005257759863687,0.12241225831518675,0.0
312,-0.016442117885160618,133.58,6.86,0.13,31.84,-1.2,0.04270732291435377,-0.01185121197705047,0.07989154208024282,0.0
313,-0.014914702078861709,120.35,0.92,0.11,22.13,-0.5,0.0055642448244707324,-0.004337467322633566,0.07596290731817495,0.0
315,0.5190089830016313,90.9,12.32,2.02,3.37,4.07,0.07514263625295349,0.03959472460472746,1.2675240020782688,0.0
316,0.6598554300684808,72.83,10.72,1.92,2.2,0.88,0.06821868508260179,0.008476935991619847,1.2612750257449448,0.0
317,0.449934955001481,74.73,10.05,1.69,4.84,1.0,0.06612458503744288,0.009630921711046072,1.149877099878464,0.0
318,0.6890765357402601,78.19,7.36,1.65,0.0,0.26,0.05065204558175907,0.0024999782484491145,1.1559674353511769,0.0
319,0.39760596602726334,79.0,7.31,1.43,0.0,2.06,0.049221216287265314,0.018871497724630683,1.0473900705153931,0.0
320,0.4829990970051345,76.17,4.43,1.34,0.0,-0.91,0.031837710446170946,-0.008867882877362808,0.9880256984787308,0.0
321,0.22486933382842167,89.78,13.72,1.33,0.0,2.27,0.09749603317901592,0.022137712498855832,0.9715259117969036,0.0
322,0.3880961094228679,76.84,10.59,1.32,0.0,4.29,0.07722916585906682,0.0422597259724206,0.9812073196552878,0.0
323,0.3054771489026622,78.58,9.7,1.23,0.0,4.51,0.07338004637816611,0.04477975445017671,0.9392355438512704,0.0
324,0.6139248161356444,89.38,5.68,1.33,0.0,1.87,0.04756512701719412,0.02057118858917786,1.0105279588875624,0.0
326,0.9902018665522518,93.76,3.74,0.96,20.33,1.81,0.022102578180843026,0.017317387230104894,0.5919957482074452,0.0
327,-0.21121147195767967,127.03,-66.82,0.92,36.76,-15.69,-0.3575658219051049,-0.1668406896203468,0.4628612409326469,0.0
328,0.09574185451635396,112.36,-6.6,1.43,34.5,-0.87,-0.025906242615497985,-0.008629377725459741,0.5650110801082753,0.0
329,0.9280389375548168,98.71,38.88,1.76,27.75,21.04,0.16611592454131294,0.1937884970815885,0.8154958737354269,0.0
330,0.40371511299909296,101.6,1.58,1.24,33.39,1.68,0.007877437414259319,0.01652558785549024,0.6301842118293308,0.0
331,0.21806625778560465,96.74,-5.4,1.1,31.56,-3.56,-0.02691737471793861,-0.03385533230891405,0.5781812930765826,0.0
332,2.18805876632067,80.93,24.15,1.2,19.16,16.88,0.14057753269094456,0.16159399613766587,0.7294699599417246,0.0
333,1.0598167948321549,81.36,24.43,1.09,12.51,22.31,0.1487938727124254,0.19911526732915436,0.7467634714246446,0.0
334,1.6308030155179283,84.7,20.96,0.98,11.94,18.77,0.13983203372268188,0.17662208714865854,0.6944134134603812,0.0
335,1.1001544008138502,86.76,12.13,0.76,13.43,10.02,0.08455728323107932,0.0959396820793518,0.5564599868665938,0.0
337,1.0372482653590542,94.07,20.89,1.14,9.62,7.02,0.12935989908102696,0.07103224790185611,0.7005821585726484,0.0
338,0.5523238739655859,90.96,15.76,0.84,7.82,3.78,0.10804752098390974,0.037358721352547836,0.5808258115516594,0.0
339,0.1313857756823397,93.25,14.25,0.66,9.12,1.48,0.09606595473280817,0.013830758018467712,0.4779166611186779,0.0
340,0.40452051674095385,91.98,15.93,0.74,9.36,2.43,0.10840322251011067,0.022559378812712944,0.5436448471542649,0.0
341,0.4628745892733122,92.32,4.01,0.76,8.01,3.26,0.02768168365961869,0.030613399383537264,0.5581332621426924,0.0
342,0.7946237787929572,89.5,7.03,0.75,5.74,4.04,0.05219635142573801,0.04023347486524263,0.5575578362722106,0.0
343,1.5333297229054057,89.14,4.61,0.68,3.57,2.56,0.036062017076106234,0.02566577354610112,0.5303651426360182,0.0
344,1.397712618400312,88.33,2.11,0.7,4.14,1.0,0.01673555454739609,0.009950027055559198,0.5545987863502881,0.0
345,1.0401414984885893,83.84,3.58,0.66,3.07,2.42,0.0279139357631846,0.023715927697688502,0.5240703195390676,0.0
346,0.5717886329589028,79.6,4.87,0.69,2.34,2.49,0.03824436262615424,0.024606839014578358,0.5480743501059995,0.0
348,1.4410737248327918,32.7,7.51,0.83,0.0,2.52,0.03900142717925712,0.04403605538944002,0.24667029401511076,0.0
349,1.4604341148502942,68.56,5.31,0.45,22.66,3.33,0.03545402067703465,0.029265810811453886,0.34185322977163674,0.0
350,1.4428239496897926,85.06,1.18,0.33,13.27,2.21,0.006310051578764045,0.016940637686381498,0.23002704330713025,0.0
351,0.2812276253325615,89.02,1.66,0.42,14.49,2.44,0.011704836861050252,0.02460815154709253,0.2932131468945659,0.0
352,-0.3459578569223164,89.39,2.23,0.56,24.89,0.83,0.01422162289350401,0.008406211664489538,0.3514148637079361,0.0
353,-0.04975224508969656,108.81,2.28,0.93,28.19,1.23,0.012477765927687309,0.011965541479287488,0.5214653740731022,0.0
354,-0.033658222635807415,88.2,-1.86,1.02,31.66,0.28,-0.009747483237770636,0.0027973815680784678,0.5450154784130782,0.0
355,-0.10704831390658334,110.64,-2.78,1.29,35.54,0.82,-0.012896317048652487,0.007880263523947044,0.6246628274201484,0.0
356,0.013819297733912612,100.83,-16.43,1.17,43.6,-4.86,-0.07406593874552338,-0.05043794080896249,0.5068228977025705,0.0
357,-0.1190221675725315,118.26,-14.18,0.66,40.11,-4.34,-0.06693545213095715,-0.048316393434352636,0.2811590150310291,0.0
359,0.19465296998575304,88.82,5.79,2.76,25.84,3.95,0.02426375426621097,0.03928267502539254,1.162292951118739,0.0
360,0.3668654179041423,95.75,11.01,3.22,23.88,4.69,0.038786612592853736,0.04048359201043725,1.3116451450748263,0.0
361,-87.34839695939783,90.0,-74.65,0.01,13.2,0.0,-3.477794947238948,-0.00023945369217748776,0.002973123049167722,0.0
362,0.4671616569631504,99.57,23.57,0.26,11.02,20.39,0.13020738254529104,0.13729587752479308,0.21646845038676266,0.0
363,0.3295336855921696,105.86,-36.85,0.05,22.54,2.59,-0.3304966074376308,0.029224124486920005,0.037091227970046096,0.0
364,0.2763961702527098,111.78,-41.58,0.08,31.67,-27.93,-0.3502038690825923,-0.3358995343919617,0.0549871958288112,0.0
365,0.05008530346967215,119.55,4.15,0.09,48.54,3.52,0.019319325375569737,0.02953811303144457,0.05061179133477912,0.0
366,2.647891203843914,94.09,-6.35,0.05,29.53,0.93,-0.0729195530435789,0.020312895687289327,0.025059167632969236,0.0
367,0.8243762599093392,95.46,1.66,0.09,29.15,2.13,0.01074065539582197,0.02113470017272417,0.05885440024014346,0.0
368,0.04202141796192116,136.92,1.73,0.1,29.22,2.67,0.01133243506202078,0.02669847916100873,0.06426243213976439,0.0
370,0.06283791971595756,77.45,13.5,2.75,22.35,5.85,0.04157903125265699,0.05427097584234036,0.9125999247491924,0.0
371,0.17740909651475614,75.89,14.42,2.81,16.02,6.48,0.045859865650294616,0.058965786255230884,0.9815823287941932,0.0
372,0.19854103646011248,81.51,15.43,3.14,12.02,5.16,0.05643521791636956,0.05176690120598308,1.1430277142627707,0.0
373,0.14231515228605876,70.58,16.12,3.04,10.63,6.84,0.05898456301821271,0.06497232539602825,1.171229119148471,0.0
374,-0.07265213690067468,62.33,12.78,2.57,11.75,5.05,0.04711049908204255,0.04651765075636213,1.0270812530061073,0.0
375,-0.02266772183765214,58.23,7.86,2.36,14.17,3.82,0.03138970537354192,0.03759629531301376,0.9598889651901844,0.0
376,-0.039224893806214536,53.73,6.94,2.3,14.75,3.7,0.02678765918742205,0.03571334109071845,0.9193292433166776,0.0
377,0.019577457893149026,53.89,4.73,2.26,13.85,3.08,0.01835453616741247,0.030394851817688355,0.8869712907126638,0.0
378,0.09728351713411812,55.67,6.25,2.16,13.0,4.18,0.024885525158839347,0.04133474701820867,0.8688263462412199,0.0
379,0.1152681435128069,50.17,6.1,2.08,12.24,4.7,0.025602291626671297,0.04672420400732003,0.8794618027614558,0.0
381,-0.12414866112645913,88.76,-17.9,1.49,55.21,1.55,0.0,0.01633338544047773,0.6333362982936558,0.0
382,-0.022355495084194592,97.18,0.33,1.69,56.21,0.33,0.0012986816726102233,0.003243580845907357,0.6731681267030742,0.0
383,0.09762132139616396,99.69,-3.11,1.81,54.5,0.26,-0.012915606112220887,0.0026959938682957155,0.7258390281820205,0.0
384,-0.011007252104130914,112.38,27.66,1.66,48.12,-1.82,0.11373279603717595,-0.01701058518314609,0.7327809714230051,0.0
385,-0.11287421675281448,110.04,16.35,1.37,43.83,1.76,0.07169349051876991,0.01562872446279359,0.674656332340416,0.0
386,-0.0289326744443674,120.69,-3.67,1.29,51.03,-0.36,-0.01834490643512068,-0.003812592702793088,0.6132824730225271,0.0
387,0.027812141391326192,119.83,10.01,1.43,54.86,-0.37,0.03883406413490306,-0.003405270846264647,0.5965955016295164,0.0
388,-0.06520647975153715,108.38,-9.51,1.6,54.04,-2.53,-0.0364680852865323,-0.025160667058592462,0.6166312899189663,0.0
389,-0.2935009525536004,81.86,45.25,1.38,32.01,-0.82,0.2329113895024452,-0.008559569076753759,0.6771234294904511,0.0
390,0.13986104589795262,93.56,-0.38,0.88,32.31,0.28,-0.0024105589678260204,0.0027804486706959953,0.5556463134041483,0.0
392,-0.009293747788647713,72.17,13.03,1.05,32.0,-0.97,0.06124814769768441,-0.008483932440918692,0.5649621480655495,0.0
393,0.006878900927499677,49.34,-95.47,2.0,23.14,-4.37,-0.4823212417120295,-0.056016322859951666,0.7878557632380713,1.0
395,0.08157096612579334,39.53,9.23,3.24,25.36,5.26,0.028302784791522245,0.04423064329046978,1.1810299283575096,0.0
396,0.009403202343757869,53.57,2.77,3.71,35.18,4.22,0.007307379720909963,0.03634386030071015,1.1373986778893534,0.0
397,0.10008061087127837,37.1,4.53,3.42,34.52,4.5,0.012084051606919152,0.044153073273295165,0.9306926179253876,0.0
398,0.0864815759494209,60.11,4.31,3.37,31.54,4.42,0.012593804538940288,0.047650635850020995,0.9132689965932921,0.0
399,0.10492002970610936,63.24,3.48,2.59,27.65,2.59,0.01041933019012145,0.024446264988349956,0.8218162181420565,0.0
400,-0.22302160607979116,64.74,-3.91,1.92,35.26,2.47,-0.013346576749427266,0.0253529372964506,0.6373902330351496,0.0
401,-0.17737670702422842,112.32,-91.19,2.01,51.96,-17.42,-0.2164750276358855,-0.18348958929633888,0.4534882601069517,0.0
402,-0.4176002999213281,0.0,0.0,0.0,66.27,-18.16,-0.2705066332803021,-0.19934737656455945,0.6322049920551766,1.0
404,0.03589269966546787,99.87,10.04,2.0,6.04,2.83,0.04881160109898055,0.02831720746661468,0.9744183051844604,0.0
405,0.010273137218226105,93.4,7.01,2.4,17.2,3.43,0.030613402667730757,0.03229510067243218,1.1113838593801328,0.0
406,0.14627953591114015,93.03,4.98,1.76,9.87,2.23,0.02214991067421937,0.02020262093047432,0.8645819183837579,0.0
407,-0.06414840512953454,97.75,5.82,1.62,9.96,2.05,0.029836771404729838,0.019341105142253786,0.8815967049100827,0.0
408,-0.0391435607409493,95.96,3.34,1.76,16.45,1.84,0.016037180415174414,0.016992761583002787,0.9160111908976202,0.0
409,0.0678461044441948,94.92,4.04,1.67,15.86,1.98,0.017952902783421612,0.017857788297546275,0.8260549925352321,0.0
410,-0.023247958255357,96.3,1.25,1.69,16.1,1.18,0.006380825977361837,0.012094829630264658,0.8347669845113015,0.0
411,0.142304930376115,92.79,2.99,1.59,15.59,2.2,0.013889123246202523,0.02030804663760991,0.7987636663015029,0.0
413,0.6716132113861384,65.97,14.25,1.62,2.74,10.31,0.09953746140033136,0.1067600261417576,1.0947114643429727,0.0
414,0.500901550750105,64.95,16.35,1.5,5.02,8.83,0.11016671284711847,0.08193369406989641,1.0894554381749313,0.0
415,0.3394563017687544,63.96,5.63,0.84,1.81,0.3,0.04422573015530407,0.0030944308469515644,0.6406799362896644,0.0
416,0.2820030075986161,73.35,10.46,1.13,0.89,5.05,0.06515853685637084,0.04072761734263049,0.8686316463077183,0.0
417,0.12418642435408905,71.6,10.5,1.31,8.01,8.09,0.06519139425293181,0.07113469915037622,0.9234379112475432,0.0
418,0.4167218881239619,71.98,4.85,1.13,6.49,3.18,0.03443202352101253,0.032411008919416576,0.7873024777000485,0.0
419,0.24027286019782265,67.71,6.48,1.02,5.89,4.87,0.046337419771010004,0.04805821862300616,0.7421704245835682,0.0
420,0.4565273774516429,65.16,8.63,1.04,3.9,6.98,0.06308170262677075,0.06873386199633348,0.7683990551151453,0.0
421,0.6921636410548572,65.22,6.85,0.8,5.16,3.87,0.05200633416991908,0.03814441992436543,0.6186265998212954,0.0
422,0.5114858130256452,61.19,3.52,0.66,3.97,1.76,0.027531058709951168,0.017465755400243182,0.5177663473639297,0.0
424,0.3308897994896134,81.16,5.69,0.96,0.62,3.3,0.04505500778312788,0.03232156913126942,0.7747730256255078,0.0
425,0.20615858531688805,78.77,3.83,0.97,3.6,2.12,0.03094580941023964,0.020941651738870345,0.7946227102468705,0.0
426,0.6490010610133257,73.9,10.09,0.91,1.23,5.3,0.07896737438631518,0.05054765490289058,0.7496915388226245,0.0
427,0.11968480607507752,70.32,8.23,0.98,3.0,4.25,0.06343796222384954,0.0405969864930856,0.7922052301586429,0.0
428,0.4315142275698277,57.9,6.82,1.21,0.77,5.14,0.05951056142689747,0.056611181777107715,0.9619565675610116,0.0
429,0.40643684324502705,53.69,9.36,1.38,1.23,7.06,0.07162900743518744,0.06834222932917629,1.0931282849140336,0.0
430,0.7099408483675939,49.4,9.05,1.26,0.06,7.71,0.0698201934038899,0.07431668098291487,1.0071617978924785,0.0
431,0.7458002591671735,48.39,9.7,1.13,0.04,7.51,0.07738380702165287,0.07321779422806236,0.9211002611915056,0.0
432,0.6170242590085548,46.66,8.71,0.9,0.04,7.13,0.07163730964214501,0.06971702313873618,0.7588911118123784,0.0
