,ocf 대 유동부채,비유동장기적합률,자기자본순이익률,자기자본회전률,차입금의존도,총자본영업이익률,총자산순이익률,총자산영업이익률,총자산회전율
11287,3.9486929203756125,-0.8749520311386438,3.818049490538574,0.012269938650306761,-0.5198868364120486,6.067164179104479,4.174301393398475,5.057809665742243,0.5149147341245242
18995,-1.037843197079423,-0.16994682309083936,-1.7634643377001458,1.8711656441717794,0.9558994841071725,-2.1268656716417915,-1.0894660444647244,-1.9938934924711211,1.2280868641571372
15947,-0.08249194160575941,-0.8012718600953896,-1.8413391557496364,-0.2822085889570552,0.07954734564819439,-1.1990049751243783,-1.958061585438469,-1.237459939018578,-0.283796780121995
15488,-0.3590707183395138,-0.29493997039635994,1.2838427947598254,0.16564417177914112,0.7232484606423699,0.9203980099502488,0.8186743449765401,0.9326633030530347,-0.12935226804674577
4612,-0.14199281923265475,-0.7977632805219014,0.05604075691411933,1.165644171779141,0.8407388916625061,0.06716417910447763,-0.03979340311447342,0.06463430159054878,1.0420677031606889
10160,-1.0959599132412357,-1.2900608519269778,0.38719068413391555,2.6564417177914113,-0.619404226992844,0.7723880597014926,0.5971339574604533,0.8402843250127038,11.710927315535551
14235,1.8123666043532345,-0.8788991831588182,0.09679767103347892,-0.36809815950920244,-0.619404226992844,0.0634328358208955,0.38663245430529347,0.07819771565455753,-0.06997328373083181
19351,1.3884278578354419,-0.10525738720464882,0.32823871906841345,-0.49079754601226994,-0.4872690963554667,0.5746268656716419,0.6257932174066791,0.5986390534417413,-0.4459199159059046
17247,2.9917326522114847,-0.5800120607422841,0.8296943231441051,-0.31901840490797545,-0.6164087202529539,1.5659203980099503,1.2618175658717237,1.5370393509206781,-0.0779096664864591
3484,0.08791725038124144,0.8236390548763776,0.2889374090247453,2.4539877300613497,-0.10284573140289564,-0.3420398009950249,0.013020629597984326,-0.34535098116952506,1.513755772935819
11955,0.26934582119594597,-0.8435941012005922,-2.01018922852984,-0.3006134969325154,-0.619404226992844,-1.4776119402985075,-2.719775956016871,-1.6532117831465596,-0.13293237240169647
11661,0.7752703299072086,-0.9203442793706487,0.3617176128093159,-0.5214723926380368,-0.619404226992844,0.5970149253731344,0.49091559460338835,0.5076838643010283,-0.5787860205587088
7583,-0.06722904289589242,1.5376349980812456,-0.3304221251819506,1.0245398773006136,1.2398069562323182,-0.07711442786069654,-0.3371357287184059,-0.0965606200992818,0.08264737189715171
4623,-0.7147469814181036,-1.064415328107012,-0.4781659388646289,0.0306748466257669,-0.14345148943251784,-0.08830845771144279,-0.4636978657253164,-0.11280561936905223,0.35390627503796096
10560,-0.1457822331572314,-0.5172962008661808,-0.08879184861717612,1.4110429447852764,0.18505574970877026,0.034825870646766205,-0.22694530730089896,0.05222034550840037,0.2754319170542995
14807,2.20836796813251,0.2065676223891235,1.255458515283843,-0.03680981595092028,0.10018305874521556,1.2412935323383087,1.0878229137208149,0.9645776765160208,0.11689445669998458
929,0.40455364778056135,0.32542075544103954,-0.2612809315866085,-0.3926380368098159,-0.13912464636378763,-0.07835820895522387,-0.21567949321783392,-0.051056507522687124,-0.44811206877066323
16357,-0.5307888556351505,0.6565429526889974,-1.4010189228529841,0.361963190184049,1.1243135297054418,-0.7002487562189056,-0.9573377377656502,-0.7071137345632401,-0.10723191030491025
13704,-0.2384636286270608,0.7732032235074834,-3.013100436681223,-0.23926380368098155,0.47628557164253627,-1.1467661691542288,-2.6118032549101526,-1.2383401830928793,-0.5020918470765516
